"id","aliases","manufacturer","manufactureruri","modelnumber","modelsupporturi","modelinformationuri","name","tags","macaddresses","behaviour"
"7daaafae-3aec-469b-94e9-645d53d8c4ad","","Excel, Inc.","https://device-type.com","","","","Excel","","['00:20:1C:00:00:00/24']",""
"8a9cf863-3d24-45cd-a31c-4028c13c8044","","Crypto S.A.","https://device-type.com","","","","Crypto","","['00:18:46:00:00:00/24', '00:90:29:00:00:00/24']",""
"9fafce4e-789a-4cce-ba70-68a7c8cdc1b8","","SK Mtek microelectronics(shenzhen)limited","https://device-type.com","","","","SKMtekmi","","['3C:D7:DA:00:00:00/24']",""
"ecb04b0e-b890-4fa1-b8af-0061cc494eb5","","Talaris (Sweden) AB","https://device-type.com","","","","TalarisS","","['F0:24:08:00:00:00/24']",""
"a4b82cb1-c330-4dd9-9201-32cc1a543ae7","","Simaudio Ltd","https://device-type.com","","","","Simaudio","","['28:B7:7C:A0:00:00/28', '5A:CB:D3:00:00:00/24']",""
"bee6e555-a01f-4756-be4d-f1d7cbcce680","","Chronos Technology Ltd.","https://device-type.com","","","","ChronosT","","['00:50:C2:9A:D0:00/36', '58:E8:76:70:00:00/28']",""
"47555a35-8b9a-4394-b02f-6908f5e3f84b","","Implementa GmbH","https://device-type.com","","","","Implemen","","['00:50:C2:10:D0:00/36']",""
"6ff48767-9e10-4875-8fd3-f208301a4851","","Traquair Data Systems, Inc.","https://device-type.com","","","","Traquair","","['00:50:C2:51:F0:00/36']",""
"8eb84a83-dbec-451d-a850-3a10b0793bbc","","OctoGate IT Security Systems GmbH","https://device-type.com","","","","OctoGate","","['00:1B:C5:03:00:00/36', '80:C5:01:00:00:00/24']",""
"da2ea5b7-6dc9-4e88-acc9-48c706338f21","","Beeper Communications Ltd.","https://device-type.com","","","","BeeperCo","","['70:B3:D5:8E:F0:00/36']",""
"ba4aa0aa-ca94-4372-bb81-375cd5c80601","","Caradon Trend Ltd.","https://device-type.com","","","","CaradonT","","['00:10:70:00:00:00/24']",""
"08726775-d030-479d-b7dc-fa212c465259","","BUJEON ELECTRONICS Co,.Ltd","https://device-type.com","","","","BUJEONEL","","['6C:14:14:00:00:00/24']",""
"f6e24fb9-e12d-469b-95b6-15ba15e25e0e","","Akamba Corporation","https://device-type.com","","","","Akamba","","['00:30:76:00:00:00/24']",""
"e854fa6d-d7ea-405e-9985-604315ae73e1","","Qolsys Inc.","https://device-type.com","","","","Qolsys","","['3C:31:78:00:00:00/24']",""
"1b007fe4-84ee-41e8-af19-3ee57e1fe7f5","","AutoCell Laboratories, Inc.","https://device-type.com","","","","AutoCell","","['00:0C:B4:00:00:00/24']",""
"00e1d9e1-88b6-4a0d-a73b-4ce212e7a532","","Arclan'System","https://device-type.com","","","","ArclanSy","","['70:B3:D5:25:C0:00/36']",""
"2f2cd702-da88-4e34-bf04-5f78e551b724","","Avenir Technologies Inc.","https://device-type.com","","","","AvenirTe","","['00:50:C2:46:E0:00/36']",""
"1106eed8-5b53-4355-90ce-7cb20cb1654d","","","https://device-type.com","","","","U-Tech","","['70:B3:D5:06:B0:00/36']",""
"95bde481-e05f-442f-aa29-cf2193321b76","","Blue Iris Labs","https://device-type.com","","","","BlueIris","","['24:5D:FC:20:00:00/28']",""
"f8a5a5b4-b922-4162-a054-081ee55e71a3","","SAE Electronic Co.,Ltd.","https://device-type.com","","","","SAEElect","","['00:1C:09:00:00:00/24']",""
"8af1d135-6619-42b2-89b2-ed7c0f130139","","RiverDelta Networks","https://device-type.com","","","","RiverDel","","['00:30:B8:00:00:00/24']",""
"f82ade5e-e34b-4fb6-90a1-2b0dbcf4a77c","","Theissen Training Systems, Inc.","https://device-type.com","","","","Theissen","","['3C:47:9B:00:00:00/24', '80:CE:B1:00:00:00/24']",""
"15ef9a89-e610-4226-bbb3-37f3693234c7","","Ibtek Inc.","https://device-type.com","","","","Ibtek","","['00:13:DC:00:00:00/24']",""
"05b6bcf6-f4dd-439d-b25c-ab166278aa76","","Sony Video & Sound Products Inc.","https://device-type.com","","","","SonyVide","","['6C:B2:27:00:00:00/24']",""
"10eed759-9419-4a27-9508-0bf6e7514c32","","Fx Technology Limited","https://device-type.com","","","","FxTechno","","['0C:86:29:E0:00:00/28', '70:B3:D5:FC:E0:00/36']",""
"7e423556-bf9d-4ffd-a3c0-637988a94f55","","Seal Shield, LLC","https://device-type.com","","","","SealShie","","['70:B3:D5:33:B0:00/36']",""
"ac969d0e-02fb-418a-9069-5610ebf83be5","","Aker Subsea Ltd","https://device-type.com","","","","AkerSubs","","['A8:95:B0:00:00:00/24']",""
"00f2aeff-dcf8-4802-9eb0-6575713a42bf","","Datacore Software Corp.","https://device-type.com","","","","Datacore","","['00:30:D9:00:00:00/24']",""
"b68d6aeb-8f2e-4bda-a8e4-ab61b64e587d","","Datahouse Information Systems","https://device-type.com","","","","Datahous","","['00:00:8A:00:00:00/24']",""
"6150ae77-544a-48eb-813e-a884c201ee0a","","NTT Communications Corporation","https://device-type.com","","","","NTTCommu","","['34:EF:8B:00:00:00/24']",""
"2b3ce005-406f-4621-b3b8-9e9f13072451","","OMB Sistemas Electronicos S.A.","https://device-type.com","","","","OMBSiste","","['00:50:C2:86:B0:00/36']",""
"3aa67d93-f924-4961-a2a3-e074c6533e4e","","ROTHARY Solutions AG","https://device-type.com","","","","ROTHARYS","","['00:50:C2:5F:90:00/36']",""
"3ad0713f-a364-41e3-b573-9a83293dde2a","","Tamron Co., Ltd","https://device-type.com","","","","Tamron","","['88:18:AE:00:00:00/24']",""
"eef438c6-3196-4ff1-9a77-0b56fcb153b9","","Network Systems Corp.","https://device-type.com","","","","Network","","['00:00:A9:00:00:00/24']",""
"8f5ca158-6aac-46be-affe-3c7ebecf7540","","Taitex Corporation","https://device-type.com","","","","Taitex","","['3C:42:7E:90:00:00/28']",""
"5694b12c-c862-40e3-b94f-fc478625b843","","Coloet S.r.l.","https://device-type.com","","","","Coloet","","['70:B3:D5:71:30:00/36']",""
"955fb501-5dac-421d-8b05-02d8386d0561","","FutureTechnologyLaboratories INC.","https://device-type.com","","","","FutureTe","","['70:B3:D5:B5:90:00/36']",""
"4e6248fc-7d42-476d-9819-306ab6de0127","","Geyser Networks, Inc.","https://device-type.com","","","","GeyserNe","","['00:02:50:00:00:00/24']",""
"2803cd32-ac35-462c-8658-7b2862f159d3","","IC Intracom","https://device-type.com","","","","ICIntrac","","['98:16:EC:00:00:00/24']",""
"ced1f63f-6353-402d-967b-553582c4aa35","","Revo Infratech USA Ltd","https://device-type.com","","","","RevoInfr","","['38:A8:CD:50:00:00/28']",""
"f9e4a62b-629c-4e63-bdd3-530d027063f0","","","https://device-type.com","","","","Tryen","","['E0:5A:9F:50:00:00/28']",""
"9ea49607-d785-4dd6-9e4e-e8a79c12d21a","","Lynx Innovation Litimed","https://device-type.com","","","","LynxInno","","['C4:7C:8D:10:00:00/28']",""
"e81514f5-3889-4a06-b7b4-a5e387d0d972","","JTL Systems Ltd.","https://device-type.com","","","","JTL","","['00:50:C2:A7:50:00/36']",""
"ffd9c31b-08e0-4fdf-ac05-d6e8760af288","","","https://device-type.com","","","","Utillink","","['AC:5E:8C:00:00:00/24']",""
"e44a9b51-d1a6-4243-a412-a6e45bf0e898","","Big Dutchman International GmbH","https://device-type.com","","","","BigDutch","","['C0:9B:F4:70:00:00/28']",""
"9a47626a-5d2b-44fa-9161-3df1c156abf6","","","https://device-type.com","","","","eSpace","","['00:09:DB:00:00:00/24']",""
"d64fe616-e942-4027-9ff5-4433bfbbdd9f","","Vallox Oy","https://device-type.com","","","","Vallox","","['B0:57:06:00:00:00/24']",""
"e13a9dc7-99ef-4497-8533-9717d08e6668","","uControl, Inc.","https://device-type.com","","","","uControl","","['00:18:5A:00:00:00/24']",""
"b8ac078f-22c6-41d4-9c64-bf7b042b10c3","","Swaive Corporation","https://device-type.com","","","","Swaive","","['08:BA:22:00:00:00/24']",""
"bd086c8b-900c-4ad7-aadd-489bc5e801b4","","Westcontrol AS","https://device-type.com","","","","Westcont","","['24:80:00:00:00:00/24']",""
"864ad504-6c32-488c-b0fa-d09856380916","","Chi Lin Technology Co., Ltd.","https://device-type.com","","","","ChiLinTe","","['00:1F:B6:00:00:00/24']",""
"007c3e1b-d656-41c3-b6b8-35027b1462b3","","Somfy Sas","https://device-type.com","","","","SomfySas","","['40:D8:55:14:D0:00/36']",""
"718b3764-db9e-4f0b-8458-1c4936384a9e","","PHYWE Systeme GmbH & Co. KG","https://device-type.com","","","","PHYWESys","","['00:21:15:00:00:00/24']",""
"d3361e0d-4508-4333-860f-9692b460fe8e","","Teklogix Inc.","https://device-type.com","","","","Teklogix","","['00:C0:AF:00:00:00/24']",""
"48eb23c7-f48b-4847-98c8-9bdcd7887429","","Blue Wave Networking Co Ltd","https://device-type.com","","","","BlueWave","","['98:AA:D7:00:00:00/24']",""
"d38665ca-27aa-4c77-a118-f20d07b94138","","NextGen Venturi LTD","https://device-type.com","","","","NextGenV","","['00:1C:81:00:00:00/24']",""
"6c1eacaa-3fe1-4ce8-a7e3-606e56f0dacb","","Digitalks Inc","https://device-type.com","","","","Digitalk","","['00:0F:01:00:00:00/24']",""
"e6acfc21-8327-4452-9342-0b3d44bcfb64","","Allied Data Technologies","https://device-type.com","","","","AlliedDa","","['00:01:71:00:00:00/24', '70:B3:D5:8C:A0:00/36']",""
"ff167d4b-8b53-441a-abdd-3809a7ae2628","","Sky-Skan, Incorporated","https://device-type.com","","","","Sky-Skan","","['00:50:C2:75:E0:00/36']",""
"7c31da7f-ae23-4dc2-aa1d-266ab69e8675","","Jubixcoltd","https://device-type.com","","","","Jubixcol","","['3C:EA:F9:00:00:00/24']",""
"7b676c16-a0ac-45da-8710-a1d94462e82b","","Fater Rasa Noor","https://device-type.com","","","","FaterRas","","['70:B3:D5:5F:10:00/36']",""
"45d6b4e7-49c0-402c-8ea7-f05333317b16","","Pantech&Curitel Communications, Inc.","https://device-type.com","","","","Pantech&","","['00:15:D3:00:00:00/24']",""
"adfe4e53-48e1-4b32-a027-ef04282f9230","","scemtec Hard- und Software fuer Mess- und Steuerungstechnik GmbH","https://device-type.com","","","","scemtecH","","['04:67:85:00:00:00/24']",""
"bff1b91b-b75d-4f45-9930-ae412d4fae59","","Inducon BV","https://device-type.com","","","","Inducon","","['00:12:4D:00:00:00/24']",""
"702348b3-d05b-42ee-a063-dd0cb8780181","","LinkSecurity A/S","https://device-type.com","","","","LinkSecu","","['00:50:C2:27:B0:00/36']",""
"54d50a09-416c-46d6-ba7c-103c27edcc8c","","Grossenbacher Systeme AG","https://device-type.com","","","","Grossenb","","['00:50:C2:02:90:00/36', '00:50:C2:41:00:00/36', '00:50:C2:A6:20:00/36', '00:50:C2:F1:D0:00/36', '40:D8:55:0F:10:00/36', '70:B3:D5:0D:E0:00/36', '70:B3:D5:0E:80:00/36', '70:B3:D5:29:70:00/36', '70:B3:D5:3E:B0:00/36', '70:B3:D5:5E:20:00/36', '70:B3:D5:5F:E0:00/36', '70:B3:D5:6B:70:00/36', '70:B3:D5:75:80:00/36', '70:B3:D5:80:30:00/36', '70:B3:D5:A9:20:00/36', '70:B3:D5:B7:50:00/36', '70:B3:D5:BB:50:00/36', '70:B3:D5:C9:10:00/36', '70:B3:D5:CE:80:00/36', '8C:1F:64:83:A0:00/36', '8C:1F:64:E4:10:00/36']",""
"5fd40fd7-60b1-471b-b504-6d4730f63f6c","","Artech Electronics","https://device-type.com","","","","ArtechEl","","['00:14:FE:00:00:00/24']",""
"a3a0b63b-6bad-4c10-97a7-0a278ea863d9","","SCI Systems (Kunshan) Co., Ltd.","https://device-type.com","","","","SCIKunsh","","['00:02:5C:00:00:00/24']",""
"0c85364b-fce6-4f8c-be5d-1e1befbe6c36","","","https://device-type.com","","","","Symwave","","['00:14:54:00:00:00/24']",""
"68cd19d0-0a40-49ee-a2cb-ccce00e8de96","","ValueHD Corporation","https://device-type.com","","","","ValueHD","","['D4:E0:8E:00:00:00/24']",""
"0f9468e2-34be-4232-be8d-de7a874880f8","","Microgate Srl","https://device-type.com","","","","Microgat","","['70:B3:D5:7A:B0:00/36']",""
"d83a2bb7-f286-4a71-acc8-f2c1f70f5d35","","Intai Technology Corp.","https://device-type.com","","","","IntaiTec","","['40:17:E2:00:00:00/24']",""
"e37bd851-21d2-4cda-91cb-766ae5e3dae2","","PrintCounts, LLC","https://device-type.com","","","","PrintCou","","['9C:C0:77:00:00:00/24']",""
"7ee48227-4a26-476a-8738-61b204144dc1","","Spea Spa","https://device-type.com","","","","Spea","","['70:B3:D5:3F:30:00/36']",""
"54c255b9-af4d-4e47-a6ed-cd2311f5dc92","","Ge Ruili Intelligent Technology ( Beijing ) Co., Ltd.","https://device-type.com","","","","GeRuiliI","","['DC:15:DB:00:00:00/24']",""
"2390b1a6-da2a-450d-87a7-862ba01b0171","","Plugable Technologies","https://device-type.com","","","","Plugable","","['8C:AE:4C:00:00:00/24']",""
"a0861895-96d8-41a6-a36f-1e77c56fdd97","","MAT S.A. (Mircrelec Advanced Technology)","https://device-type.com","","","","MATMircr","","['00:0E:6E:00:00:00/24']",""
"46da5a1f-4e1b-46d4-a595-bd99657f3e8f","","Leeo Inc","https://device-type.com","","","","Leeo","","['50:F4:3C:00:00:00/24']",""
"1b803e8d-ba15-4e0a-8b2f-39d3ba06a7e4","","Entis Co., Ltd.","https://device-type.com","","","","Entis","","['14:54:12:00:00:00/24']",""
"43b226f1-0bc0-438c-b1a0-45c8bb510c4e","","JWEntertainment","https://device-type.com","","","","JWEntert","","['90:A9:35:00:00:00/24']",""
"1dfb8269-8ae9-4ec5-9951-6a22c6da995f","","","https://device-type.com","","","","digEcor","","['00:1F:86:00:00:00/24']",""
"264b1d18-6fe1-46a7-ac47-4a3dfe8a28c2","","Erco & Gener","https://device-type.com","","","","ErcoGene","","['2C:34:27:00:00:00/24']",""
"402e56d5-bff4-4079-b4ad-1985f2d8354a","","Opto Engineering","https://device-type.com","","","","OptoEngi","","['88:5F:E8:20:00:00/28']",""
"2de9bc74-798a-45df-90a2-9642d688cd26","","Mijienetrtech Co.,Ltd","https://device-type.com","","","","Mijienet","","['70:B3:D5:DC:B0:00/36']",""
"74fcf5d5-2396-419f-8232-15b220a10103","","Home Control Singapore Pte Ltd","https://device-type.com","","","","HomeCont","","['18:46:44:00:00:00/24', '3C:FA:D3:00:00:00/28', '54:A9:C8:00:00:00/24', '98:06:3A:00:00:00/24', 'D4:B8:FF:00:00:00/24']",""
"aacaeb67-5b9a-4506-8436-8284deb561e1","","Group 2000 Ag","https://device-type.com","","","","Group200","","['00:C0:4A:00:00:00/24']",""
"50c642f7-bc34-4be4-bcc2-4b0dbe530dd4","","Plexcom, Inc.","https://device-type.com","","","","Plexcom","","['00:C0:E8:00:00:00/24']",""
"fbaff6e3-41aa-43b6-ba04-f12be77f59db","","H+S Polatis Ltd","https://device-type.com","","","","H+SPolat","","['F0:BD:2E:00:00:00/24']",""
"bb3690f6-7cce-4b51-9a62-949fd0215b31","","Sunstar Communication Technology Co., Ltd","https://device-type.com","","","","SunstarC","","['E4:7C:65:00:00:00/24']",""
"cf0ac15a-9b35-4000-a76b-556f67ae669b","","Neurotek LLC","https://device-type.com","","","","Neurotek","","['80:A7:96:00:00:00/24']",""
"439cb1d2-ea58-4fd6-a3ca-2209ac70531b","","Macrotech (Usa) Inc.","https://device-type.com","","","","Macrotec","","['30:FD:11:00:00:00/24']",""
"e9ec99c5-ddb8-473d-a8ac-2d231cd54f3c","","TrafficCast International","https://device-type.com","","","","TrafficC","","['50:0E:6D:00:00:00/24']",""
"542ebe01-b77d-4d59-9a00-fd88c11ed5cb","","ANTEK GmbH","https://device-type.com","","","","ANTEK","","['00:50:C2:83:40:00/36', '70:B3:D5:90:C0:00/36']",""
"07d7ea01-4460-4113-8918-de56ffb560ad","","Cmr Korea Co., Ltd","https://device-type.com","","","","CmrKorea","","['4C:02:2E:00:00:00/24']",""
"e54338a1-97a9-4616-a421-bb60d832e7fd","","Nixvue Systems Pte Ltd","https://device-type.com","","","","NixvuePt","","['00:0C:06:00:00:00/24']",""
"3598701d-55f2-47d9-a66e-08c3d23adf86","","Comos Telecom","https://device-type.com","","","","ComosTel","","['00:10:68:00:00:00/24']",""
"bfd92d35-4731-4d86-9d92-52066824e80a","","BeiLi eTek (Zhangjiagang) Co., Ltd.","https://device-type.com","","","","BeiLieTe","","['70:B3:D5:D5:30:00/36']",""
"68a5f6b0-6092-46ac-99b2-ed48ddd5e1d1","","MC Technologies GmbH","https://device-type.com","","","","MCTechno","","['D4:00:57:00:00:00/24']",""
"dd8a090b-01e4-4d20-9c1d-98752a34690d","","Stratom, Inc.","https://device-type.com","","","","Stratom","","['B4:37:D1:50:00:00/28']",""
"503ecbd5-77a4-439e-8348-0dc6f4ac27b6","","A-One Co., Ltd.","https://device-type.com","","","","A-One","","['00:03:82:00:00:00/24']",""
"4916ce12-f78c-4edb-9ca9-4763fd6b1e29","","Scan-Optics","https://device-type.com","","","","Scan-Opt","","['00:80:22:00:00:00/24']",""
"8ab9068b-3d61-458f-8369-cc6b6ee0d567","","Ochno AB","https://device-type.com","","","","Ochno","","['70:B3:D5:03:A0:00/36']",""
"9f59cb90-11ea-4a74-87e1-61ad0630a397","","Ericsson Group","https://device-type.com","","","","Ericsson","","['00:01:EC:00:00:00/24', '00:02:3B:00:00:00/24', '00:0D:67:00:00:00/24', '00:10:67:00:00:00/24', '00:15:E0:00:00:00/24', '00:20:AA:00:00:00/24', '00:30:88:00:00:00/24', '00:80:37:00:00:00/24', '04:4E:06:00:00:00/24', '1C:90:BE:00:00:00/24', '34:07:FB:00:00:00/24', '34:6E:9D:00:00:00/24', '34:84:46:00:00:00/24', '3C:19:7D:00:00:00/24', '54:9B:72:00:00:00/24', '58:45:4C:00:00:00/24', '74:C9:9A:00:00:00/24', '74:D0:DC:00:00:00/24', '78:D3:47:00:00:00/24', '7C:72:6E:00:00:00/24', '90:38:09:00:00:00/24', '90:55:AE:00:00:00/24', '98:7A:10:00:00:00/24', '98:A4:04:00:00:00/24', '98:C5:DB:00:00:00/24', '98:FE:03:00:00:00/24', 'A4:A1:C2:00:00:00/24', 'AC:60:B6:00:00:00/24', 'B0:61:C7:00:00:00/24', 'C8:35:B8:00:00:00/24', 'D0:F0:DB:00:00:00/24', 'F0:B1:07:00:00:00/24', 'F8:97:A9:00:00:00/24']",""
"e02222a2-2d54-4897-b420-49dfd6a1758a","","Covidence A/S","https://device-type.com","","","","Covidenc","","['00:50:C2:CD:30:00/36', '00:50:C2:EB:50:00/36']",""
"6b5e777d-76fd-49a9-8ed2-6c84a22cda89","","Promise Technology, Inc.","https://device-type.com","","","","PromiseT","","['00:01:55:00:00:00/24']",""
"5cdffcb9-426c-405a-be0b-7e7ae41cb2da","","Garrison Technology","https://device-type.com","","","","Garrison","","['50:FF:99:50:00:00/28']",""
"fa3fee46-de4d-46ad-a843-e89a409f7045","","W&G Special Products","https://device-type.com","","","","W&GSpeci","","['00:E0:6B:00:00:00/24']",""
"7cbadee4-f3ac-4d4e-8857-ae6954fbd85d","","All-Win Tech Co., Ltd.","https://device-type.com","","","","All-WinT","","['00:02:46:00:00:00/24']",""
"d7b987e7-51ec-4105-8f2a-6d178bfadbd7","","Versamed Inc.","https://device-type.com","","","","Versamed","","['00:1D:BD:00:00:00/24']",""
"6f391fd0-e3b9-4281-8cd0-d1c50cef4e45","","Inforce Computing Inc.","https://device-type.com","","","","InforceC","","['40:D8:55:1B:40:00/36', '58:FC:DB:40:00:00/28']",""
"fd56ad57-22b0-4297-abd9-86c15f4658f1","","T.W.S. srl","https://device-type.com","","","","TWS","","['40:D8:55:0B:30:00/36']",""
"bde463ed-4d79-42d4-b7e6-fe752623fc3b","","Energi innovation Aps","https://device-type.com","","","","Energiin","","['70:B3:D5:30:70:00/36']",""
"e683594e-5c0d-4871-b243-7635d900dc0c","","Senor Tech Co Ltd","https://device-type.com","","","","SenorTec","","['F4:2C:56:00:00:00/24']",""
"fc55c3b5-c0f1-4016-a462-1c134116a052","","","https://device-type.com","","","","Savelec","","['1C:A0:D3:30:00:00/28']",""
"2d756020-8828-4866-88d2-52db3959daa4","","LN Srithai Comm Ltd.","https://device-type.com","","","","LNSritha","","['00:1A:7E:00:00:00/24']",""
"91a1b8d3-0357-42ce-a807-c9969f9ff73c","","IBG Industriebeteiligungsgesellschaft mbH &b Co. KG","https://device-type.com","","","","IBGIndus","","['34:D7:37:00:00:00/24']",""
"5a32dfdf-7f4c-4e8d-85a2-6d5171f12fd3","","Unixtar Technology, Inc.","https://device-type.com","","","","UnixtarT","","['00:03:A7:00:00:00/24']",""
"1c752441-d869-42ba-9b72-dfcfa0869bee","","Inepro BV","https://device-type.com","","","","Inepro","","['00:13:4D:00:00:00/24']",""
"d1b4a5ea-119f-43aa-a967-c32a144787e5","","","https://device-type.com","","","","Elxsi","","['08:00:85:00:00:00/24']",""
"1fd735ad-d67e-4597-b734-1c647bec1a44","","Questech, Ltd.","https://device-type.com","","","","Questech","","['00:A0:48:00:00:00/24']",""
"aafd1df6-2849-4db6-a916-35a7d09e0321","","Janich & Klass Computertechnik","https://device-type.com","","","","JanichKl","","['00:40:F2:00:00:00/24']",""
"547536f7-4f96-40bd-9d9a-cd6d6cb241cd","","Gilat Satellite Networks, Ltd.","https://device-type.com","","","","GilatSat","","['00:A0:AC:00:00:00/24']",""
"966e2213-d7c8-45ef-bff6-0fe7b8d61cae","","Network Technologies Inc","https://device-type.com","","","","NetworkT","","['00:0C:82:00:00:00/24', '00:10:2E:00:00:00/24', '00:60:56:00:00:00/24']",""
"ee53ec8d-f962-4b32-ae33-02018e4b7e9e","","Esource Srl","https://device-type.com","","","","Esource","","['70:B3:D5:20:50:00/36']",""
"ae719afd-6ee7-4967-95c6-45e6f078e972","","Fortex Industrial Ltd.","https://device-type.com","","","","FortexIn","","['00:22:D9:00:00:00/24']",""
"b035929c-a7d0-4df2-8b7d-2ca34616da9e","","Raydium Semiconductor Corp.","https://device-type.com","","","","RaydiumS","","['30:D9:41:00:00:00/24']",""
"da5ca503-6267-4f60-8dbd-c94517faf30a","","NineTiles Networks, Ltd.","https://device-type.com","","","","NineTile","","['00:90:A8:00:00:00/24']",""
"690c9257-b2a9-4e8f-be7d-cc6430f75881","","Beijing Siasun Electronic System Co.,Ltd.","https://device-type.com","","","","BeijingS","","['00:23:66:00:00:00/24', '00:25:AA:00:00:00/24', '08:26:AE:10:00:00/28', '0C:F4:05:00:00:00/24', '10:07:23:50:00:00/28', '14:3D:F2:00:00:00/24', '1C:AE:3E:A0:00:00/28', '28:0E:8B:00:00:00/24', '28:22:46:00:00:00/24', '30:1F:9A:50:00:00/28', '3C:9F:C3:00:00:00/24', '40:2C:76:40:00:00/28', '4C:2C:80:00:00:00/24', '4C:E1:73:00:00:00/28', '60:47:62:00:00:00/24', '60:95:CE:B0:00:00/28', '64:09:4C:00:00:00/24', '70:50:E7:B0:00:00/28', '70:69:79:60:00:00/28', '70:88:6B:B0:00:00/28', '80:61:5F:00:00:00/24', '84:4B:B7:00:00:00/24', '8C:51:09:B0:00:00/28', '90:A1:37:00:00:00/24', '9C:F6:DD:20:00:00/28', 'A4:93:40:00:00:00/24', 'B0:C9:5B:00:00:00/24', 'C4:F1:D1:00:00:00/24', 'CC:22:37:50:00:00/28', 'D8:9A:34:00:00:00/24', 'E8:81:AB:00:00:00/24', 'F0:D7:AF:10:00:00/28']",""
"06731567-926c-4eb0-b203-7e5e1292aafc","","CONTES, spol. s r.o.","https://device-type.com","","","","CONTESsp","","['70:B3:D5:E2:A0:00/36']",""
"5bc914bd-25d4-4212-a615-35a84f7306cf","","Sonic","https://device-type.com","","","","SonicMac","","['00:40:10:00:00:00/24']",""
"0e65d6cc-02ff-4ae8-9f0d-a90546db7cbc","","Eddyfi NDT Inc","https://device-type.com","","","","EddyfiND","","['EC:92:33:00:00:00/24']",""
"b17cac10-2ae9-4cf9-a21d-4ea809037b13","","TTC TELEKOMUNIKACE Ltd","https://device-type.com","","","","TTCTELEK","","['00:50:C2:3D:70:00/36', '70:B3:D5:6B:10:00/36', '8C:1F:64:E4:C0:00/36']",""
"f6c438d8-2e8c-4c7f-b838-24893201a5d6","","Brijing Embedor Embedded Internet Tech. Co. Ltd.","https://device-type.com","","","","BrijingE","","['00:50:C2:16:C0:00/36']",""
"eacdb176-e7e9-40da-9240-c759a9d5d259","","VG Controls, Inc.","https://device-type.com","","","","VGContro","","['64:80:8B:00:00:00/24']",""
"85037a51-91e5-43f0-b2a9-2befa21b3461","","Keyware Solutions Inc.","https://device-type.com","","","","KeywareS","","['40:D8:55:09:C0:00/36']",""
"5147549f-c3cf-472f-8efc-b80f34c2d246","","Sz Dji Technology Co.,Ltd","https://device-type.com","","","","SzDjiTec","","['34:D2:62:00:00:00/24', '60:60:1F:00:00:00/24']",""
"249d1b0a-80b5-406e-aa37-e49912657652","","lb Lautsprecher gmbH","https://device-type.com","","","","lbLautsp","","['44:6F:D8:40:00:00/28']",""
